Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
07/08/2020,SPXW200708C02620000,0,0,454,645.2,0,0.02,0.9871,0.0001,0,2620.000,SPXW200708P02620000,0.05,0,0,0.05,0,6.2946,-0.0005,0,45
07/08/2020,SPXW200708C02625000,0,0,449,640.2,0,0.02,0.987,0.0001,0,2625.000,SPXW200708P02625000,0.05,0,0,0.05,0,6.2848,-0.0005,0,807
07/08/2020,SPXW200708C02630000,0,0,444,635.2,0,0.02,0.9869,0.0001,0,2630.000,SPXW200708P02630000,0.05,0,0,0.05,0,6.2077,-0.0005,0,214
07/08/2020,SPXW200708C02640000,529.94,0,434,625.2,0,0.02,0.9867,0.0001,23,2640.000,SPXW200708P02640000,0.05,0,0,0.05,0,6.0701,-0.0005,0,86
07/08/2020,SPXW200708C02650000,395.3,0,424,615.2,0,0.02,0.9864,0.0001,1,2650.000,SPXW200708P02650000,0.05,0,0,0.05,0,5.9385,-0.0005,0,949
07/08/2020,SPXW200708C02660000,0,0,414,605.2,0,0.02,0.9862,0.0001,0,2660.000,SPXW200708P02660000,0.05,0,0,0.05,0,5.8399,-0.0006,0,82
07/08/2020,SPXW200708C02670000,0,0,404,595.2,0,0.02,0.986,0.0001,0,2670.000,SPXW200708P02670000,0.05,0.025,0,0.05,10,5.751,-0.0006,0,62
07/08/2020,SPXW200708C02675000,0,0,399,590.2,0,0.02,0.9858,0.0001,0,2675.000,SPXW200708P02675000,0.05,0,0,0.05,0,5.6451,-0.0005,0,157
07/08/2020,SPXW200708C02680000,0,0,394,585.2,0,0.02,0.9857,0.0001,0,2680.000,SPXW200708P02680000,0.05,0,0,0.05,0,5.5842,-0.0005,0,1388
07/08/2020,SPXW200708C02690000,477.2,13.15,384,575.2,1,0.02,0.9854,0.0002,1,2690.000,SPXW200708P02690000,0.05,0,0,0.05,0,5.4686,-0.0006,0,3079
07/08/2020,SPXW200708C02700000,454.87,0.77,374,565.2,10,0.02,0.9852,0.0002,12,2700.000,SPXW200708P02700000,0.05,0,0,0.05,0,5.3599,-0.0006,0,627
07/08/2020,SPXW200708C02710000,444.84,0.79,364,555.2,10,0.02,0.9849,0.0002,10,2710.000,SPXW200708P02710000,0.05,0,0,0.05,0,5.2518,-0.0006,0,108
07/08/2020,SPXW200708C02720000,0,0,354,545.2,0,0.02,0.9846,0.0002,0,2720.000,SPXW200708P02720000,0.05,0,0,0.05,0,5.1678,-0.0007,0,83
07/08/2020,SPXW200708C02725000,0,0,349,540.2,0,0.02,0.9845,0.0002,0,2725.000,SPXW200708P02725000,0.05,0,0,0.05,0,5.0434,-0.0006,0,88
07/08/2020,SPXW200708C02730000,0,0,344,535.2,0,0.02,0.9843,0.0002,0,2730.000,SPXW200708P02730000,0.05,0,0,0.05,0,5.0253,-0.0006,0,82
07/08/2020,SPXW200708C02740000,0,0,334,525.2,0,0.02,0.984,0.0002,0,2740.000,SPXW200708P02740000,0.35,0,0,0.05,0,4.8829,-0.0006,0,2404
07/08/2020,SPXW200708C02750000,430.81,0,324,515.2,0,0.02,0.9837,0.0002,1,2750.000,SPXW200708P02750000,0.05,0,0,0.05,0,4.7957,-0.0007,0,233
07/08/2020,SPXW200708C02760000,0,0,314,505.2,0,0.02,0.9833,0.0002,0,2760.000,SPXW200708P02760000,0.05,0,0,0.05,0,4.6773,-0.0007,0,128
07/08/2020,SPXW200708C02770000,250.7,0,304,495.2,0,0.02,0.983,0.0002,1,2770.000,SPXW200708P02770000,0.05,0,0,0.05,0,4.5771,-0.0007,0,261
07/08/2020,SPXW200708C02775000,312.09,0,299,490.2,0,0.02,0.9828,0.0002,2,2775.000,SPXW200708P02775000,0.05,0,0,0.05,0,4.5178,-0.0007,0,605
07/08/2020,SPXW200708C02780000,241.8,0,294,485.2,0,0.02,0.9826,0.0002,7,2780.000,SPXW200708P02780000,0.05,0,0,0.05,0,4.4274,-0.0007,0,578
07/08/2020,SPXW200708C02785000,0,0,289,480.2,0,0.02,0.9824,0.0002,0,2785.000,SPXW200708P02785000,0.1,0,0,0.05,0,4.4047,-0.0007,0,21
07/08/2020,SPXW200708C02790000,0,0,284,475.2,0,0.02,0.9822,0.0002,0,2790.000,SPXW200708P02790000,0.1,0,0,0.05,0,4.3465,-0.0007,0,271
07/08/2020,SPXW200708C02795000,0,0,279,470.2,0,0.02,0.982,0.0002,0,2795.000,SPXW200708P02795000,0.1,0,0,0.05,0,4.2872,-0.0007,0,632
07/08/2020,SPXW200708C02800000,369.9,0,274,465.2,0,0.02,0.9818,0.0002,3,2800.000,SPXW200708P02800000,0.05,0,0,0.05,0,4.2267,-0.0007,0,1344
07/08/2020,SPXW200708C02805000,293.3,0,269,460.2,0,0.02,0.9816,0.0002,1,2805.000,SPXW200708P02805000,0.05,0,0,0.05,0,4.1596,-0.0007,0,19
07/08/2020,SPXW200708C02810000,360.1,0,264,455.2,0,0.02,0.9814,0.0002,4,2810.000,SPXW200708P02810000,0.1,0,0,0.05,0,4.1277,-0.0008,0,85
07/08/2020,SPXW200708C02815000,256.3,0,259,450.2,0,0.02,0.9812,0.0003,3,2815.000,SPXW200708P02815000,0.1,0,0,0.05,0,4.0605,-0.0008,0,49
07/08/2020,SPXW200708C02820000,332.23,-2.07,254,445.2,1,0.02,0.981,0.0003,20,2820.000,SPXW200708P02820000,0.11,0,0,0.05,0,4.001,-0.0008,0,105
07/08/2020,SPXW200708C02825000,322.61,0,249,440.2,0,0.02,0.9808,0.0003,18,2825.000,SPXW200708P02825000,0.1,0,0,0.05,0,3.9385,-0.0008,0,242
07/08/2020,SPXW200708C02830000,213.15,0,244,435.2,0,0.02,0.9805,0.0003,1,2830.000,SPXW200708P02830000,0.12,0,0,0.05,0,3.876,-0.0008,0,298
07/08/2020,SPXW200708C02835000,0,0,239,430.2,0,0.02,0.9803,0.0003,0,2835.000,SPXW200708P02835000,0.57,0,0,0.05,0,3.8466,-0.0008,0,54
07/08/2020,SPXW200708C02840000,194.3,0,234,425.2,0,0.02,0.98,0.0003,1,2840.000,SPXW200708P02840000,0.05,0,0,0.05,0,3.751,-0.0008,0,383
07/08/2020,SPXW200708C02845000,191.9,0,229,420.2,0,0.02,0.9798,0.0003,16,2845.000,SPXW200708P02845000,0.1,0,0,0.05,0,3.7141,-0.0008,0,60
07/08/2020,SPXW200708C02850000,306.03,1.63,224,415.2,2,0.02,0.9795,0.0003,22,2850.000,SPXW200708P02850000,0.05,0,0,0.05,0,3.682,-0.0009,0,764
07/08/2020,SPXW200708C02855000,299.7,0.3,219,410.2,1,0.02,0.9793,0.0003,1,2855.000,SPXW200708P02855000,0.1,0,0,0.05,0,3.6084,-0.0009,0,19
07/08/2020,SPXW200708C02860000,294.75,0.4,214,405.2,1,0.02,0.979,0.0003,4,2860.000,SPXW200708P02860000,0.05,0,0,0.05,0,3.5402,-0.0008,0,77
07/08/2020,SPXW200708C02865000,0,0,209,400.2,0,0.02,0.9787,0.0003,0,2865.000,SPXW200708P02865000,1.07,0,0,0.05,0,3.5049,-0.0009,0,80
07/08/2020,SPXW200708C02870000,268.52,-15.88,204,395.2,2,0.02,0.9784,0.0003,3,2870.000,SPXW200708P02870000,0.05,0,0,0.05,0,3.4458,-0.0009,0,394
07/08/2020,SPXW200708C02875000,249.2,0,200.1,392.1,0,0.02,0.9616,0.0005,6,2875.000,SPXW200708P02875000,0.05,0.025,0,0.05,2,3.3749,-0.0009,0,476
07/08/2020,SPXW200708C02880000,275.44,1.04,200.1,392.1,1,0.02,0.9228,0.0007,6,2880.000,SPXW200708P02880000,0.05,0.025,0,0.05,2,3.304,-0.0009,0,26
07/08/2020,SPXW200708C02885000,271.32,1.92,200.1,392.1,27,0.02,0.8945,0.0007,27,2885.000,SPXW200708P02885000,0.05,0,0,0.05,0,3.2738,-0.0009,0,64
07/08/2020,SPXW200708C02890000,185.1,0,200.1,392.1,0,0.02,0.8715,0.0008,49,2890.000,SPXW200708P02890000,0.05,0,0,0.05,0,3.2192,-0.001,0,69
07/08/2020,SPXW200708C02895000,178.2,0,200.1,392.1,0,0.02,0.8519,0.0008,3,2895.000,SPXW200708P02895000,0.05,0,0,0.05,0,3.1433,-0.0009,0,217
07/08/2020,SPXW200708C02900000,264.72,10.32,200.1,392.1,4,0.02,0.8347,0.0008,25,2900.000,SPXW200708P02900000,0.05,0,0,0.05,0,3.0805,-0.0009,0,2341
07/08/2020,SPXW200708C02905000,184,0,200.1,392.1,0,0.02,0.8194,0.0008,4,2905.000,SPXW200708P02905000,0.05,0,0,0.05,0,3.0701,-0.0011,0,264
07/08/2020,SPXW200708C02910000,237.53,0,196,323.2,0,0.02,0.9758,0.0004,32,2910.000,SPXW200708P02910000,0.05,0,0,0.05,0,2.9962,-0.001,0,441
07/08/2020,SPXW200708C02915000,0,0,191,318.2,0,0.02,0.9754,0.0004,5,2915.000,SPXW200708P02915000,0.05,0,0,0.05,0,2.9351,-0.001,0,266
07/08/2020,SPXW200708C02920000,227.48,0,186,313.2,0,0.02,0.975,0.0004,22,2920.000,SPXW200708P02920000,0.05,0,0,0.05,0,2.9027,-0.0011,0,222
07/08/2020,SPXW200708C02925000,297.6,0,181,308.2,0,0.02,0.9746,0.0005,1,2925.000,SPXW200708P02925000,0.08,0,0,0.05,0,2.8332,-0.0011,0,2243
07/08/2020,SPXW200708C02930000,129.91,0,176,303.2,0,0.02,0.9742,0.0005,46,2930.000,SPXW200708P02930000,0.05,0,0,0.05,1,2.7649,-0.0011,0,662
07/08/2020,SPXW200708C02935000,218.38,0,171,298.2,0,0.02,0.9738,0.0005,1,2935.000,SPXW200708P02935000,0.05,0,0,0.05,0,2.7187,-0.0011,0,137
07/08/2020,SPXW200708C02940000,115.8,0,166,293.2,0,0.02,0.9733,0.0005,25,2940.000,SPXW200708P02940000,0.05,-0.025,0,0.05,10,2.6633,-0.0012,0,98
07/08/2020,SPXW200708C02945000,211.23,1.98,161,288.2,27,0.02,0.9729,0.0005,30,2945.000,SPXW200708P02945000,0.1,0,0,0.05,0,2.5938,-0.0011,0,77
07/08/2020,SPXW200708C02950000,202,-2.4,156,283.2,10,0.02,0.9724,0.0005,39,2950.000,SPXW200708P02950000,0.05,-0.025,0,0.05,6,2.5323,-0.0011,0,1598
07/08/2020,SPXW200708C02955000,213.02,0,202,226.6,0,0.02,0.9769,0.0005,0,2955.000,SPXW200708P02955000,0.1,0,0,0.05,0,2.4937,-0.0012,0.0001,202
07/08/2020,SPXW200708C02960000,118.72,0,199.3,219.3,0,0.02,0.9765,0.0005,65,2960.000,SPXW200708P02960000,0.05,-0.05,0,0.05,1,2.4408,-0.0013,0.0001,1200
07/08/2020,SPXW200708C02965000,0,0,194.3,214.3,0,0.02,0.976,0.0005,0,2965.000,SPXW200708P02965000,0.05,-0.05,0,0.05,12,2.3982,-0.0013,0.0001,346
07/08/2020,SPXW200708C02970000,183.33,-1.12,189.4,209.4,1,0.02,0.9738,0.0006,10,2970.000,SPXW200708P02970000,0.05,-0.05,0,0.05,45,2.3073,-0.0012,0.0001,286
07/08/2020,SPXW200708C02975000,178.26,-1.04,184.4,204.4,7,0.02,0.9732,0.0006,286,2975.000,SPXW200708P02975000,0.05,-0.05,0,0.05,1,2.2799,-0.0014,0.0001,3106
07/08/2020,SPXW200708C02980000,173.29,-1.21,179.4,199.4,3,0.02,0.9727,0.0006,7,2980.000,SPXW200708P02980000,0.05,-0.075,0,0.05,1,2.2209,-0.0014,0.0001,2084
07/08/2020,SPXW200708C02985000,138.7,0,174.4,194.4,0,0.02,0.9721,0.0006,25,2985.000,SPXW200708P02985000,0.05,-0.075,0,0.05,6,2.1638,-0.0014,0.0001,147
07/08/2020,SPXW200708C02990000,160.37,0,116,243.2,0,0.02,0.9678,0.0007,72,2990.000,SPXW200708P02990000,0.05,-0.1,0,0.05,21,2.0947,-0.0014,0.0001,691
07/08/2020,SPXW200708C02995000,83.96,0,111,238.2,0,0.02,0.9671,0.0008,3,2995.000,SPXW200708P02995000,0.07,-0.08,0,0.05,10,2.0635,-0.0016,0.0001,803
07/08/2020,SPXW200708C03000000,168.9,14.35,106,233.2,19,0.02,0.9664,0.0008,1108,3000.000,SPXW200708P03000000,0.05,-0.1,0,0.05,59,2.001,-0.0015,0.0001,3321
07/08/2020,SPXW200708C03005000,149.89,0.34,101.3,228.4,14,0.02,0.9609,0.0009,101,3005.000,SPXW200708P03005000,0.05,-0.125,0,0.05,54,1.9385,-0.0015,0.0001,344
07/08/2020,SPXW200708C03010000,146.13,1.53,100.1,228.1,1,0.02,0.9042,0.0013,15,3010.000,SPXW200708P03010000,0.05,-0.15,0,0.05,36,1.876,-0.0015,0.0001,4565
07/08/2020,SPXW200708C03015000,148.52,8.92,100.1,228.1,3,0.02,0.8604,0.0015,53,3015.000,SPXW200708P03015000,0.05,-0.15,0,0.05,43,1.8118,-0.0015,0.0001,466
07/08/2020,SPXW200708C03020000,127.74,-6.86,100.1,228.1,3,0.02,0.827,0.0015,138,3020.000,SPXW200708P03020000,0.05,-0.15,0,0.05,787,1.7845,-0.0018,0.0001,1561
07/08/2020,SPXW200708C03025000,114.16,-15.34,100.1,228.1,1,0.02,0.7996,0.0016,59,3025.000,SPXW200708P03025000,0.05,-0.2,0,0.05,589,1.7136,-0.0017,0.0001,2090
07/08/2020,SPXW200708C03030000,122.26,-2.24,100,179.2,2,0.02,0.9611,0.001,39,3030.000,SPXW200708P03030000,0.06,-0.19,0,0.05,167,1.6529,-0.0017,0.0001,1895
07/08/2020,SPXW200708C03035000,128.18,0,95,174.2,0,0.02,0.96,0.0011,47,3035.000,SPXW200708P03035000,0.05,-0.25,0,0.05,28,1.596,-0.0018,0.0001,514
07/08/2020,SPXW200708C03040000,118.28,3.63,90,169.2,21,0.02,0.9589,0.0012,54,3040.000,SPXW200708P03040000,0.05,-0.275,0,0.05,132,1.5432,-0.0019,0.0001,2180
07/08/2020,SPXW200708C03045000,113.7,4.1,85,164.2,12,0.02,0.9577,0.0012,35,3045.000,SPXW200708P03045000,0.01,-0.34,0,0.05,300,1.4943,-0.002,0.0001,918
07/08/2020,SPXW200708C03050000,114.57,9.82,80,159.2,15,0.02,0.9564,0.0013,1124,3050.000,SPXW200708P03050000,0.05,-0.375,0,0.05,1846,1.4343,-0.002,0.0002,3625
07/08/2020,SPXW200708C03055000,109.27,9.57,75,154.2,3,0.02,0.955,0.0014,68,3055.000,SPXW200708P03055000,0.05,-0.45,0,0.05,390,1.3764,-0.0021,0.0002,8534
07/08/2020,SPXW200708C03060000,106.9,12.05,70,149.2,34,0.02,0.9536,0.0015,85,3060.000,SPXW200708P03060000,0.05,-0.55,0,0.05,880,1.3214,-0.0022,0.0002,1168
07/08/2020,SPXW200708C03065000,99,9,94,114,32,0.02,0.9694,0.0012,37,3065.000,SPXW200708P03065000,0.05,-0.65,0,0.05,1103,1.2654,-0.0023,0.0002,1999
07/08/2020,SPXW200708C03070000,94.74,9.59,88.8,108.8,4,0.02,0.9754,0.0011,71,3070.000,SPXW200708P03070000,0.05,-0.8,0,0.05,2948,1.2072,-0.0023,0.0002,1329
07/08/2020,SPXW200708C03075000,74.98,-5.32,84.3,104.3,5,0.02,0.9571,0.0016,206,3075.000,SPXW200708P03075000,0.05,-0.95,0,0.05,1848,1.1594,-0.0026,0.0002,2673
07/08/2020,SPXW200708C03080000,85.13,9.58,50,129.2,20,0.02,0.9464,0.0019,165,3080.000,SPXW200708P03080000,0.05,-1.15,0,0.05,4532,1.0947,-0.0026,0.0002,3353
07/08/2020,SPXW200708C03085000,80.08,9.28,45,124.2,19,0.02,0.9442,0.0021,129,3085.000,SPXW200708P03085000,0.05,-1.45,0,0.05,7499,1.0395,-0.0028,0.0003,4029
07/08/2020,SPXW200708C03090000,78,11.85,40,119.2,56,0.02,0.9417,0.0023,269,3090.000,SPXW200708P03090000,0.05,-1.725,0,0.05,5537,0.9817,-0.0029,0.0003,3954
07/08/2020,SPXW200708C03095000,70.24,8.79,35,114.2,19,0.02,0.9391,0.0025,453,3095.000,SPXW200708P03095000,0.05,-2.1,0,0.05,7665,0.9181,-0.0029,0.0003,2562
07/08/2020,SPXW200708C03100000,62.5,5.55,30,109.2,182,0.02,0.9361,0.0027,2887,3100.000,SPXW200708P03100000,0.05,-2.6,0,0.05,9447,0.8604,-0.003,0.0004,7987
07/08/2020,SPXW200708C03105000,47.25,-5.25,25,104.2,37,0.02,0.9327,0.003,355,3105.000,SPXW200708P03105000,0.05,-3.15,0,0.05,7668,0.8135,-0.0036,0.0005,1090
07/08/2020,SPXW200708C03110000,57.65,9.55,20,99.2,551,0.02,0.9289,0.0034,575,3110.000,SPXW200708P03110000,0.05,-3.75,0,0.05,10494,0.751,-0.0037,0.0005,1428
07/08/2020,SPXW200708C03115000,51.72,7.92,15,95,183,0.02,0.9105,0.004,257,3115.000,SPXW200708P03115000,0.05,-4.45,0,0.05,13247,0.6885,-0.0038,0.0006,1406
07/08/2020,SPXW200708C03120000,49,9.35,10,89.2,448,0.02,0.9197,0.0043,176,3120.000,SPXW200708P03120000,0.05,-5.3,0,0.05,13421,0.6387,-0.0046,0.0007,1232
07/08/2020,SPXW200708C03125000,37.56,1.96,5,85,196,0.02,0.8982,0.0052,481,3125.000,SPXW200708P03125000,0.05,-6.25,0,0.05,17800,0.5764,-0.0049,0.0008,1902
07/08/2020,SPXW200708C03130000,35.5,3.8,0.05,80,908,0.02,0.8893,0.006,620,3130.000,SPXW200708P03130000,0.05,-7.35,0,0.05,11398,0.5147,-0.0053,0.001,538
07/08/2020,SPXW200708C03135000,31.18,3.18,10,80,276,0.02,0.707,0.0055,117,3135.000,SPXW200708P03135000,0.05,-8.6,0,0.05,6497,0.4542,-0.0059,0.0013,385
07/08/2020,SPXW200708C03140000,27.44,2.99,2,80,1277,0.02,0.6828,0.0058,244,3140.000,SPXW200708P03140000,0.05,-10.15,0,0.05,11303,0.3929,-0.0067,0.0016,970
07/08/2020,SPXW200708C03145000,23.9,2.75,1,80,1451,0.02,0.6376,0.0055,212,3145.000,SPXW200708P03145000,0.05,-11.85,0,0.05,8832,0.3828,-0.0184,0.004,828
07/08/2020,SPXW200708C03150000,18.96,0.86,16.3,80,4912,0.02,0.5816,0.0041,476,3150.000,SPXW200708P03150000,0.05,-13.75,0,0.05,12633,0.3872,-0.0525,0.0095,1355
07/08/2020,SPXW200708C03155000,9.3,-5.95,10.5,25,5694,0.02,0.7102,0.0141,285,3155.000,SPXW200708P03155000,0.05,-15.9,0,0.05,8089,0.3707,-0.1092,0.0172,408
07/08/2020,SPXW200708C03160000,9.9,-2.85,0.5,10.2,6799,0.02,0.8712,0.0285,1538,3160.000,SPXW200708P03160000,0.05,-18.4,0,0.05,7021,0.3869,-0.2307,0.0268,1259
07/08/2020,SPXW200708C03165000,5.2,-5.25,3.1,6,8129,0.02,0.6987,0.0544,441,3165.000,SPXW200708P03165000,0.05,-21.15,0,0.05,4347,0.4089,-0.39,0.032,251
07/08/2020,SPXW200708C03170000,0.75,-7.8,0.55,0.8,15941,0.1506,0.3525,0.0841,898,3170.000,SPXW200708P03170000,0.85,-23.4,0.2,1.6,2604,0.4677,-0.5477,0.0289,1001
07/08/2020,SPXW200708C03175000,0.05,-6.8,0,0.05,15099,0.1915,0.1176,0.0351,1040,3175.000,SPXW200708P03175000,6.5,-21.15,2.3,7.2,622,0.5944,-0.648,0.0213,837
07/08/2020,SPXW200708C03180000,0.05,-5.45,0,0.05,13823,0.2116,0.0302,0.011,1524,3180.000,SPXW200708P03180000,10.43,-20.77,0.8,31,358,0.7023,-0.7132,0.0165,500
07/08/2020,SPXW200708C03185000,0.05,-4.25,0,0.05,13412,0.2449,0.0103,0.0038,1857,3185.000,SPXW200708P03185000,11.6,-23.45,1,80,330,0.8398,-0.7491,0.0129,421
07/08/2020,SPXW200708C03190000,0.05,-3.35,0,0.05,7912,0.308,0.0084,0.0025,1529,3190.000,SPXW200708P03190000,25.19,-13.91,10.5,30.5,72,0.9636,-0.7764,0.0106,204
07/08/2020,SPXW200708C03195000,0.05,-2.6,0,0.05,8441,0.3694,0.0071,0.0018,583,3195.000,SPXW200708P03195000,28.08,-15.27,15.4,35.4,49,1.0871,-0.7963,0.0089,150
07/08/2020,SPXW200708C03200000,0.05,-2.025,0,0.05,12386,0.4297,0.0062,0.0014,3174,3200.000,SPXW200708P03200000,30.9,-16.9,0.05,80,441,1.2122,-0.8109,0.0076,163
07/08/2020,SPXW200708C03205000,0.05,-1.55,0,0.05,7940,0.4891,0.0055,0.0011,1016,3205.000,SPXW200708P03205000,38.53,-13.82,0,80,10,1.3147,-0.8264,0.0067,86
07/08/2020,SPXW200708C03210000,0.05,-1.2,0,0.05,5328,0.5477,0.005,0.0009,1759,3210.000,SPXW200708P03210000,46.8,-10.05,0.1,80.1,12,1.4266,-0.8373,0.0059,66
07/08/2020,SPXW200708C03215000,0.05,-0.9,0,0.05,2325,0.6052,0.0045,0.0007,863,3215.000,SPXW200708P03215000,63.34,1.74,5,85,2,1.536,-0.8466,0.0053,29
07/08/2020,SPXW200708C03220000,0.05,-0.675,0,0.05,2040,0.6572,0.0039,0.0006,3632,3220.000,SPXW200708P03220000,81.82,15.32,10.8,90,1,1.6505,-0.8535,0.0047,26
